Transaction_ID,Customer_ID,Invoice_Number,Transaction_Date,Invoice_Amount,Payment_Date,Discount_Applied,Refund_Issued,Transaction_Type,Anomaly_Tag
T101110,C7522,INV11110,08/12/2024,3140.32,22/12/2024,349.64,53.35,Payment,Normal
T101111,C6228,INV11111,25/11/2024,1055.38,13/12/2024,140.96,79.15,Payment,Normal
T101112,C3785,INV11112,02/03/2024,4550.32,09/03/2024,517.86,271.72,Payment,Normal
T101113,C5255,INV11113,21/12/2024,3305.25,31/12/2024,440.82,191.31,Payment,Normal
T101114,C2744,INV11114,04/10/2024,3198.72,03/11/2024,75.08,151.59,Payment,Normal
T101115,C9476,INV11115,23/12/2024,3610.35,29/12/2024,146.73,73.02,Payment,Normal
T101116,C8264,INV11116,11/02/2024,1637.75,15/02/2024,59.33,35.2,Payment,Normal
T101117,C8561,INV11117,25/06/2024,2181.77,10/07/2024,297.1,110.63,Payment,Normal
T101118,C3597,INV11118,01/09/2024,1020.81,19/09/2024,11.79,71.06,Payment,Normal
T101119,C6241,INV11119,21/07/2024,1975.71,09/08/2024,243.55,130.3,Payment,Normal
T101120,C5270,INV11120,06/03/2024,4001.58,02/04/2024,163.23,277.05,Payment,Normal
T101121,C2026,INV11121,24/01/2024,1393.9,06/02/2024,196.35,88.7,Payment,Normal
T101122,C8647,INV11122,01/06/2024,1690.11,14/06/2024,68.33,32.27,Payment,Normal
T101123,C6717,INV11123,27/11/2024,3503.74,27/11/2024,114.95,208.58,Payment,Normal
T101124,C3335,INV11124,06/10/2024,1396.71,06/10/2024,138.69,113.82,Payment,Normal
T101125,C2360,INV11125,28/09/2024,3912.32,25/10/2024,446.5,73.44,Payment,Normal
T101126,C2242,INV11126,12/03/2024,533.09,01/04/2024,55.89,19.64,Payment,Normal
T101127,C4434,INV11127,28/08/2024,2218.5,01/09/2024,10.37,57.59,Payment,Normal
T101128,C2930,INV11128,25/11/2024,265.01,21/12/2024,34.95,6.45,Payment,Normal
T101129,C2222,INV11129,04/11/2024,2830.95,12/11/2024,16.55,188.78,Payment,Normal
T101130,C4996,INV11130,01/03/2024,1682.83,12/03/2024,226.66,149.46,Payment,Normal
T101131,C5863,INV11131,26/05/2024,1693.92,16/06/2024,228.92,168.74,Payment,Normal
T101132,C1187,INV11132,20/02/2024,4144.54,25/02/2024,525.24,103.2,Payment,Normal
T101133,C5131,INV11133,19/12/2024,2925.84,01/01/2025,29.52,27.77,Payment,Normal
T101134,C2886,INV11134,03/08/2024,4994.57,29/08/2024,244.71,373.69,Payment,Normal
T101135,C5669,INV11135,20/08/2024,4052.66,18/09/2024,521.59,404.3,Payment,Normal
T101136,C1132,INV11136,29/08/2024,1283.33,18/09/2024,7.77,52.77,Payment,Normal
T101137,C8760,INV11137,19/01/2024,737.4,29/01/2024,2.48,26.58,Payment,Normal
T101138,C3095,INV11138,10/03/2024,3940.32,16/03/2024,334.64,123.24,Payment,Normal
T101139,C9095,INV11139,04/01/2024,3306.28,04/01/2024,115.07,4.75,Payment,Normal
T101140,C3958,INV11140,09/09/2024,3845.33,24/09/2024,359.77,293.13,Payment,Normal
T101141,C8013,INV11141,25/09/2024,290.8,10/10/2024,36.52,18.02,Payment,Normal
T101142,C4341,INV11142,08/09/2024,2860.64,16/09/2024,268.02,247.28,Payment,Normal
T101143,C7343,INV11143,09/07/2024,2975.99,07/08/2024,259.34,294.83,Payment,Normal
T101144,C7185,INV11144,26/12/2024,3807.98,31/12/2024,252.64,269.38,Payment,Normal
T101145,C8497,INV11145,09/12/2024,2007.23,17/12/2024,68.91,119.8,Payment,Normal
T101146,C5864,INV11146,14/02/2024,4648.09,08/03/2024,647.81,158.92,Payment,Normal
T101147,C9083,INV11147,15/01/2024,2685.62,21/01/2024,85.26,267.39,Payment,Normal
T101148,C6067,INV11148,16/01/2024,4907.48,21/01/2024,478.12,394.76,Payment,Normal
T101149,C5793,INV11149,18/09/2024,3603.99,21/09/2024,320.66,19.23,Payment,Normal
T101150,C7041,INV11150,28/05/2024,2328.35,17/06/2024,235.67,157.75,Payment,Normal
T101151,C2135,INV11151,09/10/2024,1928.3,02/11/2024,272.38,32.27,Payment,Normal
T101152,C8072,INV11152,29/11/2024,2551.76,10/12/2024,264.45,177.89,Payment,Normal
T101153,C4637,INV11153,16/08/2024,3278.33,27/08/2024,135.37,51.21,Payment,Normal
T101154,C6360,INV11154,23/04/2024,3216.11,13/05/2024,289.11,57.68,Payment,Normal
T101155,C3155,INV11155,10/10/2024,3555.18,01/11/2024,242.73,237.4,Payment,Normal
T101156,C7635,INV11156,27/02/2024,4203.1,13/03/2024,107.01,8.05,Payment,Normal
T101157,C1844,INV11157,13/01/2024,3917.6,12/02/2024,358.28,274.09,Payment,Normal
T101158,C7264,INV11158,01/05/2024,4206.96,09/05/2024,506.61,404.26,Payment,Normal
T101159,C7168,INV11159,14/06/2024,2726.08,26/06/2024,199.75,109.56,Payment,Normal
T101160,C3919,INV11160,29/06/2024,853.09,28/07/2024,73.27,23.63,Payment,Normal
T101161,C6979,INV11161,23/02/2024,4614.41,05/03/2024,403.66,273.56,Payment,Normal
T101162,C5499,INV11162,14/03/2024,1839.13,10/04/2024,14.34,5.84,Payment,Normal
T101163,C7092,INV11163,29/07/2024,2174.34,02/08/2024,27.58,131.95,Payment,Normal
T101164,C6772,INV11164,03/10/2024,4416.77,06/10/2024,584.94,291.09,Payment,Normal
T101165,C2398,INV11165,23/02/2024,1135.04,08/03/2024,146.93,100.58,Payment,Normal
T101166,C9417,INV11166,13/01/2024,1063.6,17/01/2024,117.65,30.47,Payment,Normal
T101167,C4700,INV11167,22/02/2024,4032.94,17/03/2024,603.27,12.11,Payment,Normal
T101168,C8500,INV11168,20/09/2024,4497.09,25/09/2024,420,437.74,Payment,Normal
T101169,C7666,INV11169,22/10/2024,2378.55,24/10/2024,302.33,14.84,Payment,Normal
T101170,C6816,INV11170,27/07/2024,1742.87,16/08/2024,17.52,169.99,Payment,Normal
T101171,C5095,INV11171,09/07/2024,4103.17,02/08/2024,524.72,384.86,Payment,Normal
T101172,C1978,INV11172,07/12/2024,517.01,27/12/2024,29.9,3.67,Payment,Normal
T101173,C8840,INV11173,21/12/2024,1132.89,07/01/2025,38.98,53.14,Payment,Normal
T101174,C9324,INV11174,28/09/2024,1415.95,03/10/2024,21.45,23.72,Payment,Normal
T101175,C7327,INV11175,13/09/2024,821.65,20/09/2024,119.93,62.39,Payment,Normal
T101176,C8293,INV11176,16/06/2024,4842.03,06/07/2024,319.39,134.79,Payment,Normal
T101177,C1187,INV11177,05/09/2024,4011.64,02/10/2024,196.32,120.1,Payment,Normal
T101178,C4916,INV11178,27/04/2024,1239.28,26/05/2024,24.11,31.78,Payment,Normal
T101179,C4705,INV11179,11/02/2024,1841.07,12/02/2024,186.13,11.52,Payment,Normal
T101180,C8041,INV11180,15/04/2024,1131.48,01/05/2024,137.31,16.62,Payment,Normal
T101181,C1536,INV11181,15/01/2024,1778.96,05/02/2024,230.73,27.56,Payment,Normal
T101182,C9346,INV11182,20/01/2024,505.41,31/01/2024,36.73,15.28,Payment,Normal
T101183,C3012,INV11183,02/05/2024,2860.7,28/05/2024,344.92,39.23,Payment,Normal
T101184,C9696,INV11184,11/05/2024,2945.43,07/06/2024,223.34,42.44,Payment,Normal
T101185,C6690,INV11185,28/09/2024,3157.59,05/10/2024,129.61,154.04,Payment,Normal
T101186,C1127,INV11186,21/06/2024,503.13,03/07/2024,34.68,15.42,Payment,Normal
T101187,C7449,INV11187,30/05/2024,4129.67,17/06/2024,35.3,172.87,Payment,Normal
T101188,C9410,INV11188,06/05/2024,2346.31,10/05/2024,255.16,134.75,Payment,Normal
T101189,C1007,INV11189,08/10/2024,3369.34,22/10/2024,392.72,290.51,Payment,Normal
T101190,C4998,INV11190,05/10/2024,1637.99,21/10/2024,132.19,137.61,Payment,Normal
T101191,C8400,INV11191,03/11/2024,4948.31,04/11/2024,660.24,183.81,Payment,Normal
T101192,C2359,INV11192,27/03/2024,1056.32,28/03/2024,77.54,78.34,Payment,Normal
T101193,C9588,INV11193,10/06/2024,2513.59,27/06/2024,182.18,210.7,Payment,Normal
T101194,C2574,INV11194,06/02/2024,1870.88,29/02/2024,241.29,76.11,Payment,Normal
T101195,C9611,INV11195,24/03/2024,1708.34,10/04/2024,116.34,130.25,Payment,Normal
T101196,C7965,INV11196,18/08/2024,717.41,12/09/2024,21.14,68.26,Payment,Normal
T101197,C5669,INV11197,29/12/2024,959.91,18/01/2025,81.75,55.61,Payment,Normal
T101198,C7518,INV11198,28/10/2024,2499.16,19/11/2024,241.7,57.44,Payment,Normal
T101199,C8049,INV11199,12/07/2024,2808.05,02/08/2024,156.76,185.8,Payment,Normal
T101200,C1628,INV11200,19/05/2024,792,01/06/2024,67.82,14.67,Payment,Normal
T101201,C8794,INV11201,02/12/2024,1465.35,29/12/2024,48.07,26.79,Payment,Normal
T101202,C6538,INV11202,06/04/2024,4145.98,14/04/2024,177.68,384.38,Payment,Normal
T101203,C6755,INV11203,08/11/2024,4852.64,07/12/2024,415.82,69.39,Payment,Normal
T101204,C1663,INV11204,25/01/2024,1935.29,12/02/2024,231.58,71.1,Payment,Normal
T101205,C8291,INV11205,26/01/2024,526.38,21/02/2024,43.96,44.49,Payment,Normal
T101206,C1843,INV11206,12/10/2024,4000.04,13/10/2024,105.07,269.11,Payment,Normal
T101207,C5214,INV11207,06/10/2024,1180.47,06/10/2024,38.64,103.18,Payment,Normal
T101208,C6866,INV11208,08/12/2024,1323.38,01/01/2025,52.26,0.09,Payment,Normal
T101209,C9205,INV11209,10/10/2024,4366.28,10/10/2024,519.1,273.91,Payment,Normal
T101210,C7073,INV11210,09/08/2024,3776.3,06/09/2024,86.13,173.08,Payment,Normal
T101211,C4970,INV11211,22/12/2024,1820.97,23/12/2024,25.61,88.52,Payment,Normal
T101212,C9409,INV11212,15/10/2024,4611.62,04/11/2024,27.71,134.41,Payment,Normal
T101213,C6572,INV11213,15/09/2024,1116.95,24/09/2024,39.9,101.47,Payment,Normal
T101214,C9652,INV11214,28/11/2024,2393.54,04/12/2024,167.42,182.05,Payment,Normal
T101215,C4759,INV11215,24/06/2024,857.01,13/07/2024,62.64,36.85,Payment,Normal
T101216,C8120,INV11216,24/12/2024,3024.86,09/01/2025,453.53,232.75,Payment,Normal
T101217,C8871,INV11217,29/12/2024,2049.54,20/01/2025,254.42,34.99,Payment,Normal
T101218,C7549,INV11218,18/12/2024,249.27,03/01/2025,7.64,8.49,Payment,Normal
T101219,C4711,INV11219,27/12/2024,2601.85,27/12/2024,240.07,236.93,Payment,Normal
T101220,C8152,INV11220,16/10/2024,2598.28,14/11/2024,195.37,13.05,Payment,Normal
T101221,C7955,INV11221,03/03/2024,271.07,01/04/2024,22.41,11.88,Payment,Normal
T101222,C8418,INV11222,13/09/2024,4211.98,11/10/2024,101.52,10.52,Payment,Normal
T101223,C7547,INV11223,26/07/2024,2300.29,26/07/2024,81.94,11.41,Payment,Normal
T101224,C1489,INV11224,05/06/2024,3650.53,12/06/2024,61.11,222.07,Payment,Normal
T101225,C8757,INV11225,13/09/2024,1477.14,03/10/2024,38.44,56.09,Payment,Normal
T101226,C4949,INV11226,18/11/2024,4027.08,30/11/2024,236.85,302.34,Payment,Normal
T101227,C4245,INV11227,03/10/2024,714.88,31/10/2024,82.87,16.94,Payment,Normal
T101228,C3403,INV11228,26/03/2024,3419.23,23/04/2024,290.18,317.7,Payment,Normal
T101229,C5794,INV11229,07/08/2024,1997.88,31/08/2024,19.83,3.83,Payment,Normal
T101230,C1516,INV11230,14/01/2024,4151.61,02/02/2024,326.77,321.85,Payment,Normal
T101231,C5824,INV11231,25/05/2024,1248.69,28/05/2024,64.64,3.76,Payment,Normal
T101232,C9327,INV11232,14/01/2024,4811.31,27/01/2024,482,448.99,Payment,Normal
T101233,C6516,INV11233,06/10/2024,1400.93,04/11/2024,128.49,95.05,Payment,Normal
T101234,C1489,INV11234,20/09/2024,1655.99,26/09/2024,210.67,156.85,Payment,Normal
T101235,C4683,INV11235,04/01/2024,4435.79,19/01/2024,491.75,123.08,Payment,Normal
T101236,C5721,INV11236,20/09/2024,1479.92,14/10/2024,213.85,1.52,Payment,Normal
T101237,C3701,INV11237,23/02/2024,3608.64,27/02/2024,382.29,224.71,Payment,Normal
T101238,C8092,INV11238,29/05/2024,4951.53,19/06/2024,231.64,168.34,Payment,Normal
T101239,C9037,INV11239,03/04/2024,486.8,13/04/2024,32.33,12.71,Payment,Normal
T101240,C2838,INV11240,26/10/2024,1782.59,04/11/2024,223.15,166.76,Payment,Normal
T101241,C8151,INV11241,18/03/2024,1010.09,26/03/2024,56.44,93.8,Payment,Normal
T101242,C6808,INV11242,15/08/2024,402.86,23/08/2024,5.58,6.56,Payment,Normal
T101243,C7074,INV11243,16/03/2024,3016.54,09/04/2024,68.09,292.02,Payment,Normal
T101244,C1240,INV11244,02/05/2024,2288.9,23/05/2024,172.19,56.46,Payment,Normal
T101245,C5345,INV11245,28/05/2024,2407.71,11/06/2024,239.05,180.86,Payment,Normal
T101246,C4314,INV11246,22/08/2024,3793.95,08/09/2024,328.87,343.11,Payment,Normal
T101247,C6761,INV11247,27/04/2024,4105.3,21/05/2024,466.19,22.83,Payment,Normal
T101248,C6044,INV11248,16/02/2024,133.7,04/03/2024,4.26,8.87,Payment,Normal
T101249,C5295,INV11249,12/01/2024,2114.87,26/01/2024,127.66,187.08,Payment,Normal
T101250,C1680,INV11250,21/06/2024,4488.26,25/06/2024,612.09,140.88,Payment,Normal
T101251,C6368,INV11251,17/12/2024,3486.17,03/01/2025,142.04,66.45,Payment,Normal
T101252,C9900,INV11252,11/07/2024,1004.7,04/08/2024,51.56,43.2,Payment,Normal
T101253,C6040,INV11253,10/01/2024,4171.65,04/02/2024,75.02,306.59,Payment,Normal
T101254,C9403,INV11254,24/12/2024,2704.13,14/01/2025,116.8,133.26,Payment,Normal
T101255,C7490,INV11255,26/11/2024,1569.72,02/12/2024,140.35,68.1,Payment,Normal
T101256,C2489,INV11256,05/03/2024,905.59,19/03/2024,15.84,49.51,Payment,Normal
T101257,C7153,INV11257,04/01/2024,4521.82,23/01/2024,233.3,331.45,Payment,Normal
T101258,C1598,INV11258,29/08/2024,3327.44,12/09/2024,464.95,273.18,Payment,Normal
T101259,C6963,INV11259,13/04/2024,2876.37,14/04/2024,283.48,258.41,Payment,Normal
T101260,C6716,INV11260,08/06/2024,2057.64,19/06/2024,100.86,2.22,Payment,Normal
T101261,C3439,INV11261,03/04/2024,4150.1,18/04/2024,498.62,43.35,Payment,Normal
T101262,C5979,INV11262,18/11/2024,2926.6,02/12/2024,203.68,34.74,Payment,Normal
T101263,C9419,INV11263,16/10/2024,4904.78,12/11/2024,157.96,32.98,Payment,Normal
T101264,C3800,INV11264,26/10/2024,3014.75,17/11/2024,334.12,9.78,Payment,Normal
T101265,C4878,INV11265,05/05/2024,3327.72,14/05/2024,265.7,34.36,Payment,Normal
T101266,C2243,INV11266,01/10/2024,945.37,09/10/2024,80.54,28.02,Payment,Normal
T101267,C3136,INV11267,26/08/2024,4697.75,15/09/2024,576.94,462.06,Payment,Normal
T101268,C1915,INV11268,14/05/2024,1372.39,02/06/2024,199.63,59.18,Payment,Normal
T101269,C5653,INV11269,25/09/2024,1802.84,27/09/2024,13.62,9.51,Payment,Normal
T101270,C9375,INV11270,01/05/2024,3490.86,13/05/2024,239.78,79.08,Payment,Normal
T101271,C4155,INV11271,15/05/2024,3108.45,14/06/2024,117.9,179.55,Payment,Normal
T101272,C2384,INV11272,15/06/2024,1860.12,08/07/2024,229.79,152.66,Payment,Normal
T101273,C9675,INV11273,18/07/2024,2439.02,30/07/2024,128.35,88.43,Payment,Normal
T101274,C9470,INV11274,04/09/2024,4048,25/09/2024,199.27,84.63,Payment,Normal
T101275,C2402,INV11275,10/07/2024,514.97,11/07/2024,36.05,24.83,Payment,Normal
T101276,C3161,INV11276,22/12/2024,4220.45,09/01/2025,140.06,160.8,Payment,Normal
T101277,C9794,INV11277,13/08/2024,4061.19,10/09/2024,501.73,156.2,Payment,Normal
T101278,C3274,INV11278,26/11/2024,2349.71,03/12/2024,106.9,219.12,Payment,Normal
T101279,C6508,INV11279,09/11/2024,681.35,22/11/2024,95.43,46.6,Payment,Normal
T101280,C4487,INV11280,28/03/2024,2704.7,22/04/2024,13.25,128.63,Payment,Normal
T101281,C9443,INV11281,19/05/2024,2097.97,13/06/2024,50.73,137.71,Payment,Normal
T101282,C7752,INV11282,30/03/2024,4858.64,22/04/2024,409.72,347.27,Payment,Normal
T101283,C2025,INV11283,16/04/2024,435.41,11/05/2024,27.28,5.07,Payment,Normal
T101284,C4558,INV11284,27/09/2024,3102.7,13/10/2024,436.77,205.33,Payment,Normal
T101285,C3095,INV11285,17/07/2024,476.33,02/08/2024,25.34,26.23,Payment,Normal
T101286,C7825,INV11286,17/05/2024,2075.72,13/06/2024,259.56,169.1,Payment,Normal
T101287,C1101,INV11287,02/03/2024,3097.97,11/03/2024,173.54,79.1,Payment,Normal
T101288,C8768,INV11288,13/03/2024,618.78,15/03/2024,32.94,25.57,Payment,Normal
T101289,C8946,INV11289,16/10/2024,3411.53,23/10/2024,336.8,23.92,Payment,Normal
T101290,C4707,INV11290,10/12/2024,2036.77,12/12/2024,55.54,31.94,Payment,Normal
T101291,C5601,INV11291,13/04/2024,4153.78,04/05/2024,26.12,174.12,Payment,Normal
T101292,C3265,INV11292,03/12/2024,924.2,09/12/2024,121.9,51.48,Payment,Normal
T101293,C6334,INV11293,12/02/2024,1233.77,08/03/2024,92.98,90.25,Payment,Normal
T101294,C1714,INV11294,07/04/2024,4794.78,02/05/2024,158.55,424.9,Payment,Normal
T101295,C4090,INV11295,27/11/2024,4678.09,03/12/2024,643.06,297.25,Payment,Normal
T101296,C6308,INV11296,11/07/2024,3186.12,14/07/2024,192.7,239.72,Payment,Normal
T101297,C5245,INV11297,16/05/2024,2703.34,29/05/2024,274.7,115.83,Payment,Normal
T101298,C4074,INV11298,06/03/2024,3684.33,01/04/2024,455.64,53.95,Payment,Normal
T101299,C9690,INV11299,28/12/2024,4181.36,02/01/2025,338.88,353.19,Payment,Normal
T101300,C8377,INV11300,22/04/2024,2213.38,09/05/2024,125.84,202.54,Payment,Normal
T101301,C1807,INV11301,20/05/2024,1330.73,24/05/2024,168.51,64.41,Payment,Normal
T101302,C8242,INV11302,31/12/2024,2619.07,21/01/2025,121.19,150.08,Payment,Normal
T101303,C5677,INV11303,10/10/2024,1693.53,08/11/2024,9.98,46.06,Payment,Normal
T101304,C7883,INV11304,24/12/2024,131.26,18/01/2025,19.26,12.68,Payment,Normal
T101305,C4828,INV11305,18/02/2024,2036.26,12/03/2024,222.47,70.42,Payment,Normal
T101306,C4248,INV11306,24/07/2024,3388.36,17/08/2024,409.36,320.8,Payment,Normal
T101307,C4042,INV11307,11/09/2024,2061.04,22/09/2024,242.16,54.81,Payment,Normal
T101308,C4821,INV11308,03/06/2024,4952.63,23/06/2024,19.14,298.91,Payment,Normal
T101309,C2826,INV11309,08/03/2024,3331.58,02/04/2024,343.84,40.11,Payment,Normal
T101310,C4115,INV11310,12/07/2024,4698.8,11/08/2024,127.7,292.62,Payment,Normal
T101311,C8775,INV11311,16/12/2024,1191.11,30/12/2024,54.89,65.09,Payment,Normal
T101312,C3656,INV11312,21/05/2024,2144.25,15/06/2024,51.53,36.65,Payment,Normal
T101313,C8063,INV11313,22/12/2024,2148.91,22/12/2024,244.1,192.96,Payment,Normal
T101314,C8334,INV11314,09/12/2024,512.23,30/12/2024,30.2,5.13,Payment,Normal
T101315,C4393,INV11315,20/10/2024,181.3,18/11/2024,18,10.92,Payment,Normal
T101316,C3955,INV11316,27/01/2024,898.79,12/02/2024,31.52,2.13,Payment,Normal
T101317,C5454,INV11317,09/08/2024,4191.24,26/08/2024,612.77,56.77,Payment,Normal
T101318,C5736,INV11318,20/02/2024,1234.23,01/03/2024,160.77,114.35,Payment,Normal
T101319,C5519,INV11319,13/05/2024,2156.17,22/05/2024,16.37,8.49,Payment,Normal
T101320,C2727,INV11320,01/11/2024,2912.35,18/11/2024,171.64,8.34,Payment,Normal
T101321,C8848,INV11321,12/02/2024,2957.94,10/03/2024,5.01,232.9,Payment,Normal
T101322,C7241,INV11322,15/04/2024,1601.52,23/04/2024,9.67,94.23,Payment,Normal
T101323,C3931,INV11323,28/09/2024,2048.65,24/10/2024,299.25,111.49,Payment,Normal
T101324,C8365,INV11324,28/05/2024,1448.67,01/06/2024,154.16,39.33,Payment,Normal
T101325,C9516,INV11325,13/12/2024,4530.79,18/12/2024,254.67,249.13,Payment,Normal
T101326,C6518,INV11326,09/12/2024,347.81,02/01/2025,22.23,28.95,Payment,Normal
T101327,C5821,INV11327,24/07/2024,4047.68,17/08/2024,136.2,91.51,Payment,Normal
T101328,C1051,INV11328,06/04/2024,4104.8,15/04/2024,572.86,39.14,Payment,Normal
T101329,C5376,INV11329,22/10/2024,2305.29,10/11/2024,116.69,200.72,Payment,Normal
T101330,C6894,INV11330,03/02/2024,509.27,16/02/2024,16.13,38.32,Payment,Normal
T101331,C1121,INV11331,11/02/2024,351.34,11/02/2024,25.96,15.53,Payment,Normal
T101332,C9978,INV11332,18/10/2024,1738.57,23/10/2024,102.9,92.13,Payment,Normal
T101333,C9241,INV11333,18/12/2024,890.7,27/12/2024,76.42,71.74,Payment,Normal
T101334,C1431,INV11334,19/01/2024,3824.79,04/02/2024,88.3,57.08,Payment,Normal
T101335,C5444,INV11335,05/12/2024,1414.05,26/12/2024,76.59,57.76,Payment,Normal
T101336,C6648,INV11336,05/03/2024,3430.52,14/03/2024,29.17,11.89,Payment,Normal
T101337,C5334,INV11337,24/11/2024,2020.36,28/11/2024,211.28,39.08,Payment,Normal
T101338,C5934,INV11338,10/03/2024,3243.37,19/03/2024,126.41,287.39,Payment,Normal
T101339,C1445,INV11339,25/02/2024,4488.88,29/02/2024,200.17,103.24,Payment,Normal
T101340,C5373,INV11340,02/07/2024,2115.39,14/07/2024,76.32,142.24,Payment,Normal
T101341,C4391,INV11341,10/09/2024,4147.72,03/10/2024,418.77,341.92,Payment,Normal
T101342,C5892,INV11342,02/03/2024,2045.26,03/03/2024,47.96,150.93,Payment,Normal
T101343,C2295,INV11343,31/07/2024,1866.33,11/08/2024,187.92,50.51,Payment,Normal
T101344,C7566,INV11344,24/11/2024,498.03,15/12/2024,74.15,7.78,Payment,Normal
T101345,C1671,INV11345,27/08/2024,4943.26,07/09/2024,724.64,392.4,Payment,Normal
T101346,C2014,INV11346,24/06/2024,3331.17,15/07/2024,288.72,288.51,Payment,Normal
T101347,C5951,INV11347,09/12/2024,1518.25,13/12/2024,106.51,94.04,Payment,Normal
T101348,C5093,INV11348,26/12/2024,2114.83,05/01/2025,135.61,69.85,Payment,Normal
T101349,C4635,INV11349,30/11/2024,2864.74,15/12/2024,365.5,57.73,Payment,Normal
T101350,C5333,INV11350,02/06/2024,4678.72,30/06/2024,483.61,385.19,Payment,Normal
T101351,C5447,INV11351,04/10/2024,2825.33,09/10/2024,330.36,4.58,Payment,Normal
T101352,C5566,INV11352,14/03/2024,4110.06,07/04/2024,24.75,365.76,Payment,Normal
T101353,C3341,INV11353,24/04/2024,4960.62,02/05/2024,218.81,104.33,Payment,Normal
T101354,C6889,INV11354,22/10/2024,3850.28,09/11/2024,146.13,333.27,Payment,Normal
T101355,C9079,INV11355,02/08/2024,603.93,30/08/2024,11.41,59.13,Payment,Normal
T101356,C1947,INV11356,15/06/2024,3401.81,24/06/2024,432.14,110.33,Payment,Normal
T101357,C5569,INV11357,17/06/2024,3414.77,03/07/2024,304.38,205.96,Payment,Normal
T101358,C9962,INV11358,24/12/2024,3444.41,07/01/2025,297.27,147.79,Payment,Normal
T101359,C8649,INV11359,07/03/2024,1452.02,26/03/2024,167.4,32.86,Payment,Normal
T101360,C3876,INV11360,13/10/2024,3492.54,16/10/2024,122.24,218.4,Payment,Normal
T101361,C6039,INV11361,15/02/2024,3760.68,08/03/2024,123.38,22.54,Payment,Normal
T101362,C4074,INV11362,05/02/2024,741.77,26/02/2024,67.43,63.01,Payment,Normal
T101363,C2571,INV11363,04/02/2024,320.48,04/03/2024,35.29,10.94,Payment,Normal
T101364,C7116,INV11364,13/03/2024,2444.79,19/03/2024,340.63,81.16,Payment,Normal
T101365,C6950,INV11365,17/12/2024,2380.15,20/12/2024,4.88,19.42,Payment,Normal
T101366,C1366,INV11366,15/08/2024,1367.1,30/08/2024,5.71,86.32,Payment,Normal
T101367,C4769,INV11367,20/11/2024,2189.35,19/12/2024,180.01,38.24,Payment,Normal
T101368,C6390,INV11368,04/07/2024,1550.07,05/07/2024,154.35,149.63,Payment,Normal
T101369,C7330,INV11369,26/07/2024,347.04,28/07/2024,46.35,20.02,Payment,Normal
T101370,C7826,INV11370,11/08/2024,2863.21,04/09/2024,214.86,19.87,Payment,Normal
T101371,C6849,INV11371,28/11/2024,540.4,22/12/2024,48.71,18.43,Payment,Normal
T101372,C1768,INV11372,28/02/2024,4594.61,02/03/2024,280.22,65.83,Payment,Normal
T101373,C8514,INV11373,03/11/2024,3602.12,13/11/2024,158.5,189.28,Payment,Normal
T101374,C7001,INV11374,02/12/2024,3519.38,09/12/2024,475.26,278.8,Payment,Normal
T101375,C3272,INV11375,06/08/2024,3414.17,04/09/2024,348.06,322.95,Payment,Normal
T101376,C7494,INV11376,28/06/2024,1549.54,30/06/2024,0.26,42.14,Payment,Normal
T101377,C9259,INV11377,25/05/2024,1167.67,13/06/2024,115.92,74,Payment,Normal
T101378,C9835,INV11378,01/07/2024,3007.96,25/07/2024,7.33,219.21,Payment,Normal
T101379,C5571,INV11379,01/12/2024,1685.3,07/12/2024,168.12,93.8,Payment,Normal
T101380,C2145,INV11380,24/10/2024,1779.38,12/11/2024,35.92,16.8,Payment,Normal
T101381,C1689,INV11381,11/07/2024,4174.44,30/07/2024,575.07,271.25,Payment,Normal
T101382,C6774,INV11382,10/12/2024,606.83,14/12/2024,36.59,44.23,Payment,Normal
T101383,C1265,INV11383,19/03/2024,3921.12,20/03/2024,69.53,0.01,Payment,Normal
T101384,C1571,INV11384,07/09/2024,3589.47,02/10/2024,192,91.35,Payment,Normal
T101385,C3146,INV11385,14/02/2024,163.2,01/03/2024,13.23,13.89,Payment,Normal
T101386,C7687,INV11386,30/01/2024,4792.4,20/02/2024,406.69,246.55,Payment,Normal
T101387,C8090,INV11387,25/12/2024,516.78,28/12/2024,42.55,19.64,Payment,Normal
T101388,C8244,INV11388,25/07/2024,3074.96,13/08/2024,179.3,73.89,Payment,Normal
T101389,C2284,INV11389,30/10/2024,565.33,13/11/2024,26.7,5.46,Payment,Normal
T101390,C7303,INV11390,06/09/2024,966.8,01/10/2024,143.18,42.94,Payment,Normal
T101391,C6412,INV11391,30/03/2024,2706.17,17/04/2024,354.62,269.42,Payment,Normal
T101392,C3011,INV11392,13/08/2024,2955.3,18/08/2024,360.17,96.62,Payment,Normal
T101393,C9610,INV11393,01/01/2024,1598.15,25/01/2024,96.54,107.48,Payment,Normal
T101394,C2713,INV11394,07/01/2024,3442.74,02/02/2024,162.79,45.86,Payment,Normal
T101395,C5441,INV11395,10/09/2024,3198.74,23/09/2024,61.57,185.04,Payment,Normal
T101396,C6530,INV11396,26/09/2024,3497.77,17/10/2024,367.59,263.55,Payment,Normal
T101397,C4930,INV11397,01/05/2024,4377.01,25/05/2024,328.25,319.63,Payment,Normal
T101398,C2148,INV11398,16/12/2024,3133.95,29/12/2024,87.74,8.05,Payment,Normal
T101399,C4017,INV11399,18/11/2024,1494.25,20/11/2024,99.3,92.21,Payment,Normal
T101400,C5801,INV11400,10/06/2024,4264.8,30/06/2024,125.54,53.54,Payment,Normal
